,score,qid,participant,index
975,0.0,matrix4,6059eacbba869b0aa71c6501,2
976,1.0,matrix4,6059eacbba869b0aa71c6501,3
977,1.0,vector2,6055fb2bba869b0aa71b8107,0
978,1.0,vector2,6055fb2bba869b0aa71b8107,1
979,1.0,vector3,6055fb2bba869b0aa71b8107,0
980,1.0,vector3,6055fb2bba869b0aa71b8107,1
981,1.0,vector3,6055fb2bba869b0aa71b8107,2
982,1.0,vector_test,60584643ba869b0aa71c06b5,0
983,1.0,vector_test,60584643ba869b0aa71c06b5,1
984,,vector_test,60584643ba869b0aa71c06b5,2
985,1.0,matrix1,60584643ba869b0aa71c06b5,0
986,,matrix1,60584643ba869b0aa71c06b5,1
987,,matrix1,60584643ba869b0aa71c06b5,2
988,0.0,vector_test,60608252ba869b0aa71d499c,0
989,0.0,vector_test,60608252ba869b0aa71d499c,1
990,0.0,vector_test,60608252ba869b0aa71d499c,2
991,1.0,matrix2,6058a23dba869b0aa71c0ca0,0
992,1.0,matrix2,6058a23dba869b0aa71c0ca0,1
993,1.0,matrix2,6058a23dba869b0aa71c0ca0,2
994,1.0,matrix2,6058a23dba869b0aa71c0ca0,3
995,1.0,dataframe2,6059eacbba869b0aa71c6501,0
996,1.0,dataframe2,6059eacbba869b0aa71c6501,1
997,1.0,dataframe4,6059eacbba869b0aa71c6501,0
998,0.0,dataframe4,6059eacbba869b0aa71c6501,1
999,0.0,dataframe4,6059eacbba869b0aa71c6501,2
1000,0.0,dataframe4,6059eacbba869b0aa71c6501,3
1001,1.0,vector_test,60631f96ba869b0aa71d8f4b,0
1002,1.0,vector_test,60631f96ba869b0aa71d8f4b,1
1003,1.0,vector_test,60631f96ba869b0aa71d8f4b,2
1004,1.0,vector2,60652e90ba869b0aa71df5e7,0
1005,1.0,vector2,60652e90ba869b0aa71df5e7,1
1006,-1.0,vector_test,60652e90ba869b0aa71df5e7,0
1007,-1.0,vector_test,60652e90ba869b0aa71df5e7,1
1008,-1.0,vector_test,60652e90ba869b0aa71df5e7,2
1009,1.0,vector3,606b527ae1dff50acdb89cc1,0
1010,1.0,vector3,606b527ae1dff50acdb89cc1,1
1011,1.0,vector3,606b527ae1dff50acdb89cc1,2
1012,0.0,vector_test,606b527ae1dff50acdb89cc1,0
1013,0.0,vector_test,606b527ae1dff50acdb89cc1,1
1014,1.0,vector_test,606b527ae1dff50acdb89cc1,2
1015,1.0,matrix3,606b527ae1dff50acdb89cc1,0
1016,1.0,matrix3,606b527ae1dff50acdb89cc1,1
1017,1.0,matrix3,606b527ae1dff50acdb89cc1,2
1018,1.0,matrix3,606b527ae1dff50acdb89cc1,3
1019,1.0,matrix1,606b7a47e1dff50acdb8ac03,0
1020,1.0,matrix1,606b7a47e1dff50acdb8ac03,1
1021,1.0,matrix1,606b7a47e1dff50acdb8ac03,2
1022,1.0,matrix2,606b7a47e1dff50acdb8ac03,0
1023,1.0,matrix2,606b7a47e1dff50acdb8ac03,1
1024,1.0,matrix2,606b7a47e1dff50acdb8ac03,2
1025,1.0,matrix2,606b7a47e1dff50acdb8ac03,3
1026,1.0,matrix3,606b7a47e1dff50acdb8ac03,0
1027,1.0,matrix3,606b7a47e1dff50acdb8ac03,1
1028,1.0,matrix3,606b7a47e1dff50acdb8ac03,2
1029,1.0,matrix3,606b7a47e1dff50acdb8ac03,3
1030,1.0,matrix4,606b7a47e1dff50acdb8ac03,0
1031,1.0,matrix4,606b7a47e1dff50acdb8ac03,1
1032,1.0,matrix4,606b7a47e1dff50acdb8ac03,2
1033,1.0,matrix4,606b7a47e1dff50acdb8ac03,3
1034,1.0,matrix5,606b7a47e1dff50acdb8ac03,0
1035,1.0,matrix5,606b7a47e1dff50acdb8ac03,1
1036,1.0,matrix5,606b7a47e1dff50acdb8ac03,2
1037,1.0,matrix5,606b7a47e1dff50acdb8ac03,3
1038,1.0,matrix_test,606b7a47e1dff50acdb8ac03,0
1039,1.0,matrix_test,606b7a47e1dff50acdb8ac03,1
1040,1.0,matrix_test,606b7a47e1dff50acdb8ac03,2
1041,1.0,dataframe1,606b7a47e1dff50acdb8ac03,0
1042,1.0,dataframe1,606b7a47e1dff50acdb8ac03,1
1043,1.0,dataframe2,606b7a47e1dff50acdb8ac03,0
1044,1.0,dataframe2,606b7a47e1dff50acdb8ac03,1
1045,1.0,dataframe3,606b7a47e1dff50acdb8ac03,0
1046,1.0,dataframe3,606b7a47e1dff50acdb8ac03,1
1047,1.0,dataframe3,606b7a47e1dff50acdb8ac03,2
1048,1.0,dataframe4,606b7a47e1dff50acdb8ac03,0
1049,1.0,dataframe4,606b7a47e1dff50acdb8ac03,1
1050,1.0,dataframe4,606b7a47e1dff50acdb8ac03,2
1051,1.0,dataframe4,606b7a47e1dff50acdb8ac03,3
1052,1.0,dataframe5,606b7a47e1dff50acdb8ac03,0
1053,1.0,dataframe5,606b7a47e1dff50acdb8ac03,1
1054,1.0,dataframe5,606b7a47e1dff50acdb8ac03,2
1055,,dataframe5,606b7a47e1dff50acdb8ac03,3
1056,1.0,dataframe6,606b7a47e1dff50acdb8ac03,0
1057,1.0,dataframe6,606b7a47e1dff50acdb8ac03,1
1058,1.0,dataframe6,606b7a47e1dff50acdb8ac03,2
1059,1.0,dataframe6,606b7a47e1dff50acdb8ac03,3
1060,1.0,dataframe6,606b7a47e1dff50acdb8ac03,4
1061,1.0,dataframe7,606b7a47e1dff50acdb8ac03,0
1062,1.0,dataframe7,606b7a47e1dff50acdb8ac03,1
1063,1.0,dataframe7,606b7a47e1dff50acdb8ac03,2
1064,1.0,dataframe7,606b7a47e1dff50acdb8ac03,3
1065,1.0,dataframe7,606b527ae1dff50acdb89cc1,0
1066,0.0,dataframe7,606b527ae1dff50acdb89cc1,1
1067,1.0,dataframe7,606b527ae1dff50acdb89cc1,2
1068,0.0,dataframe7,606b527ae1dff50acdb89cc1,3
1069,1.0,matrix_test,606a7e96e1dff50acdb88999,0
1070,,matrix_test,606a7e96e1dff50acdb88999,1
1071,,matrix_test,606a7e96e1dff50acdb88999,2
1072,1.0,vector2,606c7099e1dff50acdb8ed5d,0
1073,1.0,vector2,606c7099e1dff50acdb8ed5d,1
1074,1.0,vector3,606c7099e1dff50acdb8ed5d,0
1075,1.0,vector3,606c7099e1dff50acdb8ed5d,1
1076,1.0,vector3,606c7099e1dff50acdb8ed5d,2
1077,1.0,vector_test,606c7099e1dff50acdb8ed5d,0
1078,0.0,vector_test,606c7099e1dff50acdb8ed5d,1
1079,1.0,vector_test,606c7099e1dff50acdb8ed5d,2
1080,0.0,matrix1,606c7099e1dff50acdb8ed5d,0
1081,1.0,matrix1,606c7099e1dff50acdb8ed5d,1
1082,1.0,matrix1,606c7099e1dff50acdb8ed5d,2
1083,1.0,matrix2,606c7099e1dff50acdb8ed5d,0
1084,-1.0,matrix2,606c7099e1dff50acdb8ed5d,1
1085,-1.0,matrix2,606c7099e1dff50acdb8ed5d,2
1086,1.0,matrix2,606c7099e1dff50acdb8ed5d,3
1087,1.0,matrix3,606c7099e1dff50acdb8ed5d,0
1088,-1.0,matrix3,606c7099e1dff50acdb8ed5d,1
1089,1.0,matrix3,606c7099e1dff50acdb8ed5d,2
1090,-1.0,matrix3,606c7099e1dff50acdb8ed5d,3
1091,-1.0,matrix4,606c7099e1dff50acdb8ed5d,0
1092,1.0,matrix4,606c7099e1dff50acdb8ed5d,1
1093,1.0,matrix4,606c7099e1dff50acdb8ed5d,2
1094,1.0,matrix4,606c7099e1dff50acdb8ed5d,3
1095,1.0,vector2,606c8fc3e1dff50acdb934b7,0
1096,1.0,vector2,606c8fc3e1dff50acdb934b7,1
1097,1.0,vector3,606c8fc3e1dff50acdb934b7,0
1098,1.0,vector3,606c8fc3e1dff50acdb934b7,1
1099,0.0,vector3,606c8fc3e1dff50acdb934b7,2
1100,1.0,matrix_test,606c7099e1dff50acdb8ed5d,0
1101,1.0,matrix_test,606c7099e1dff50acdb8ed5d,1
1102,1.0,matrix_test,606c7099e1dff50acdb8ed5d,2
1103,1.0,dataframe1,606c7099e1dff50acdb8ed5d,0
1104,1.0,dataframe1,606c7099e1dff50acdb8ed5d,1
1105,1.0,dataframe2,606c7099e1dff50acdb8ed5d,0
1106,1.0,dataframe2,606c7099e1dff50acdb8ed5d,1
1107,1.0,dataframe3,606c7099e1dff50acdb8ed5d,0
1108,1.0,dataframe3,606c7099e1dff50acdb8ed5d,1
1109,1.0,dataframe3,606c7099e1dff50acdb8ed5d,2
1110,1.0,vector3,606c9965e1dff50acdb94283,0
1111,1.0,vector3,606c9965e1dff50acdb94283,1
1112,1.0,vector3,606c9965e1dff50acdb94283,2
1113,1.0,matrix2,6071c659e1dff50acdb9c446,0
1114,1.0,matrix2,6071c659e1dff50acdb9c446,1
1115,1.0,matrix2,6071c659e1dff50acdb9c446,2
1116,1.0,matrix2,6071c659e1dff50acdb9c446,3
1117,1.0,matrix3,6071c659e1dff50acdb9c446,0
1118,1.0,matrix3,6071c659e1dff50acdb9c446,1
1119,1.0,matrix3,6071c659e1dff50acdb9c446,2
1120,1.0,matrix3,6071c659e1dff50acdb9c446,3
1121,1.0,matrix4,6071c659e1dff50acdb9c446,0
1122,1.0,matrix4,6071c659e1dff50acdb9c446,1
1123,1.0,matrix4,6071c659e1dff50acdb9c446,2
1124,1.0,matrix4,6071c659e1dff50acdb9c446,3
1125,1.0,matrix5,6071c659e1dff50acdb9c446,0
1126,1.0,matrix5,6071c659e1dff50acdb9c446,1
1127,1.0,matrix5,6071c659e1dff50acdb9c446,2
1128,1.0,matrix5,6071c659e1dff50acdb9c446,3
1129,1.0,dataframe1,6071c659e1dff50acdb9c446,0
1130,1.0,dataframe1,6071c659e1dff50acdb9c446,1
1131,1.0,dataframe2,6071c659e1dff50acdb9c446,0
1132,1.0,dataframe2,6071c659e1dff50acdb9c446,1
1133,1.0,dataframe3,6071c659e1dff50acdb9c446,0
1134,1.0,dataframe3,6071c659e1dff50acdb9c446,1
1135,1.0,dataframe3,6071c659e1dff50acdb9c446,2
1136,1.0,dataframe4,6071c659e1dff50acdb9c446,0
1137,1.0,dataframe4,6071c659e1dff50acdb9c446,1
1138,1.0,dataframe4,6071c659e1dff50acdb9c446,2
1139,1.0,dataframe4,6071c659e1dff50acdb9c446,3
1140,,dataframe5,6071c659e1dff50acdb9c446,0
1141,1.0,dataframe5,6071c659e1dff50acdb9c446,1
1142,1.0,dataframe5,6071c659e1dff50acdb9c446,2
1143,1.0,dataframe5,6071c659e1dff50acdb9c446,3
1144,0.0,vector3,60705318e1dff50acdb9be8b,0
1145,1.0,vector3,60705318e1dff50acdb9be8b,1
1146,1.0,vector3,60705318e1dff50acdb9be8b,2
1147,1.0,vector_test,60705318e1dff50acdb9be8b,0
1148,0.0,vector_test,60705318e1dff50acdb9be8b,1
1149,1.0,vector_test,60705318e1dff50acdb9be8b,2
1150,,matrix2,60705318e1dff50acdb9be8b,0
1151,,matrix2,60705318e1dff50acdb9be8b,1
1152,,matrix2,60705318e1dff50acdb9be8b,2
1153,1.0,matrix2,60705318e1dff50acdb9be8b,3
1154,,matrix3,60705318e1dff50acdb9be8b,0
1155,1.0,matrix3,60705318e1dff50acdb9be8b,1
1156,,matrix3,60705318e1dff50acdb9be8b,2
1157,,matrix3,60705318e1dff50acdb9be8b,3
1158,,matrix4,60705318e1dff50acdb9be8b,0
1159,1.0,matrix4,60705318e1dff50acdb9be8b,1
1160,1.0,matrix4,60705318e1dff50acdb9be8b,2
1161,,matrix4,60705318e1dff50acdb9be8b,3
1162,1.0,matrix5,60705318e1dff50acdb9be8b,0
1163,1.0,matrix5,60705318e1dff50acdb9be8b,1
1164,1.0,matrix5,60705318e1dff50acdb9be8b,2
1165,,matrix5,60705318e1dff50acdb9be8b,3
1166,,dataframe4,60705318e1dff50acdb9be8b,0
1167,1.0,dataframe4,60705318e1dff50acdb9be8b,1
1168,1.0,dataframe4,60705318e1dff50acdb9be8b,2
1169,1.0,dataframe4,60705318e1dff50acdb9be8b,3
1170,,dataframe6,60705318e1dff50acdb9be8b,0
1171,,dataframe6,60705318e1dff50acdb9be8b,1
1172,1.0,dataframe6,60705318e1dff50acdb9be8b,2
1173,1.0,dataframe6,60705318e1dff50acdb9be8b,3
1174,,dataframe6,60705318e1dff50acdb9be8b,4
1175,,dataframe7,60705318e1dff50acdb9be8b,0
1176,-1.0,dataframe7,60705318e1dff50acdb9be8b,1
1177,0.0,dataframe7,60705318e1dff50acdb9be8b,2
1178,,dataframe7,60705318e1dff50acdb9be8b,3
1179,1.0,vector_test,606c8fc3e1dff50acdb934b7,0
1180,0.0,vector_test,606c8fc3e1dff50acdb934b7,1
1181,-1.0,vector_test,606c8fc3e1dff50acdb934b7,2
1182,-1.0,matrix1,606c8fc3e1dff50acdb934b7,0
1183,1.0,matrix1,606c8fc3e1dff50acdb934b7,1
1184,1.0,matrix1,606c8fc3e1dff50acdb934b7,2
1185,1.0,matrix2,606c8fc3e1dff50acdb934b7,0
1186,-1.0,matrix2,606c8fc3e1dff50acdb934b7,1
1187,1.0,matrix2,606c8fc3e1dff50acdb934b7,2
1188,-1.0,matrix2,606c8fc3e1dff50acdb934b7,3
1189,1.0,vector2,607314dce1dff50acdb9d355,0
1190,1.0,vector2,607314dce1dff50acdb9d355,1
1191,-1.0,vector3,607314dce1dff50acdb9d355,0
1192,0.0,vector3,607314dce1dff50acdb9d355,1
1193,1.0,vector3,607314dce1dff50acdb9d355,2
1194,1.0,vector_test,607314dce1dff50acdb9d355,0
1195,1.0,vector_test,607314dce1dff50acdb9d355,1
1196,1.0,vector_test,607314dce1dff50acdb9d355,2
1197,1.0,matrix1,607314dce1dff50acdb9d355,0
1198,1.0,matrix1,607314dce1dff50acdb9d355,1
1199,1.0,matrix1,607314dce1dff50acdb9d355,2
1200,1.0,matrix2,607314dce1dff50acdb9d355,0
1201,1.0,matrix2,607314dce1dff50acdb9d355,1
1202,1.0,matrix2,607314dce1dff50acdb9d355,2
1203,1.0,matrix2,607314dce1dff50acdb9d355,3
1204,1.0,matrix3,607314dce1dff50acdb9d355,0
1205,1.0,matrix3,607314dce1dff50acdb9d355,1
1206,1.0,matrix3,607314dce1dff50acdb9d355,2
1207,1.0,matrix3,607314dce1dff50acdb9d355,3
1208,1.0,matrix4,607314dce1dff50acdb9d355,0
1209,1.0,matrix4,607314dce1dff50acdb9d355,1
1210,1.0,matrix4,607314dce1dff50acdb9d355,2
1211,1.0,matrix4,607314dce1dff50acdb9d355,3
1212,1.0,matrix5,607314dce1dff50acdb9d355,0
1213,1.0,matrix5,607314dce1dff50acdb9d355,1
1214,1.0,matrix5,607314dce1dff50acdb9d355,2
1215,1.0,matrix5,607314dce1dff50acdb9d355,3
1216,1.0,matrix_test,607314dce1dff50acdb9d355,0
1217,1.0,matrix_test,607314dce1dff50acdb9d355,1
1218,1.0,matrix_test,607314dce1dff50acdb9d355,2
1219,1.0,dataframe1,607314dce1dff50acdb9d355,0
1220,1.0,dataframe1,607314dce1dff50acdb9d355,1
1221,1.0,dataframe2,607314dce1dff50acdb9d355,0
1222,1.0,dataframe2,607314dce1dff50acdb9d355,1
1223,1.0,dataframe3,607314dce1dff50acdb9d355,0
1224,1.0,dataframe3,607314dce1dff50acdb9d355,1
1225,1.0,dataframe3,607314dce1dff50acdb9d355,2
1226,1.0,dataframe4,607314dce1dff50acdb9d355,0
1227,1.0,dataframe4,607314dce1dff50acdb9d355,1
1228,1.0,dataframe4,607314dce1dff50acdb9d355,2
1229,-1.0,dataframe4,607314dce1dff50acdb9d355,3
1230,1.0,dataframe5,607314dce1dff50acdb9d355,0
1231,1.0,dataframe5,607314dce1dff50acdb9d355,1
1232,1.0,dataframe5,607314dce1dff50acdb9d355,2
1233,,dataframe5,607314dce1dff50acdb9d355,3
1234,1.0,dataframe6,607314dce1dff50acdb9d355,0
1235,1.0,dataframe6,607314dce1dff50acdb9d355,1
1236,1.0,dataframe6,607314dce1dff50acdb9d355,2
1237,1.0,dataframe6,607314dce1dff50acdb9d355,3
1238,1.0,dataframe6,607314dce1dff50acdb9d355,4
1239,1.0,dataframe7,607314dce1dff50acdb9d355,0
1240,1.0,dataframe7,607314dce1dff50acdb9d355,1
1241,1.0,dataframe7,607314dce1dff50acdb9d355,2
1242,1.0,dataframe7,607314dce1dff50acdb9d355,3
1243,1.0,vector2,607161e8e1dff50acdb9c3c2,0
1244,1.0,vector2,607161e8e1dff50acdb9c3c2,1
1245,1.0,matrix3,606178bcba869b0aa71d74ab,0
1246,,matrix3,606178bcba869b0aa71d74ab,1
1247,,matrix3,606178bcba869b0aa71d74ab,2
1248,,matrix3,606178bcba869b0aa71d74ab,3
